GPU available: False, used: False
TPU available: False, using: 0 TPU cores
IPU available: False, using: 0 IPUs
Pre-train Generator...






Epoch 0:  85%|████████▌ | 135/158 [00:12<00:02, 10.68it/s, loss=2.74, v_num=mqby]
2025-08-17 23:53:03,044 INFO [eval] {"step": 76, "prop/validity": 0.9476161858974359, "prop/uniqueness": 0.7413592643483775, "prop/novelty": 0.9515255203877958, "prop/diversity": 0.8741581926230243, "prop/vol_nhoc_mean": 0.6840500032392294, "prop/vol_nhoc_std": 0.1684906305314074, "prop/vol_nhoc_min": 0.05072244421682264, "prop/vol_nhoc_max": 0.9559310281675567, "prop/objective": 0.8017201954224136, "epoch": 77}
[vol_nhoc]: [Mean: 0.684   STD: 0.168   MIN: 0.051   MAX: 0.956]
********************************************************************************
Updating Discriminator...
  0%|          | 0/156 [00:00<?, ?it/s]
[1mEpoch 78[22m / 100, G_STEP 1 / 1, PG_Loss: 172.527































100%|██████████| 156/156 [01:01<00:00,  2.55it/s]
Total Computational Time: [1m 24.70 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9506    (95.22%)
Uniqueness:   7028    (73.93%)
Novelty:      6713    (95.52%)
Diversity:    0.87
Samples of Novel SMILES:
CCC1CCC(C)(CC)CC2CCCC2C1
CCCCC12CCC3(CC3)CCC(CC)(CC1)C2
CC1(C)CCC(C2(C)CC2)C1
CCCC(C)CC(C)(C)CC1CC1
CC1C2CC2C2(C)CCC3(CCCCC13)C2
2025-08-18 00:12:51,883 INFO [eval] {"step": 77, "prop/validity": 0.9522187719122508, "prop/uniqueness": 0.7393225331369662, "prop/novelty": 0.9551792828685259, "prop/diversity": 0.8741744568210807, "prop/vol_nhoc_mean": 0.6878314863868323, "prop/vol_nhoc_std": 0.16528100087695619, "prop/vol_nhoc_min": 0.058482615604948336, "prop/vol_nhoc_max": 0.9461353118905463, "prop/objective": 0.8044767121382816, "epoch": 78}
[vol_nhoc]: [Mean: 0.688   STD: 0.165   MIN: 0.058   MAX: 0.946]
********************************************************************************
Updating Discriminator...
[1mEpoch 79[22m / 100, G_STEP 1 / 1, PG_Loss: 176.290
Generating 10000 samples for evaluation...































100%|██████████| 156/156 [01:02<00:00,  2.48it/s]
Total Computational Time: [1m 25.02 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9557    (95.72%)
Uniqueness:   7033    (73.59%)
Novelty:      6728    (95.66%)
Diversity:    0.87
Samples of Novel SMILES:
C1CCC2(CC3CCC(CC3)C2)C2(C1)CC2
CCC12CC1C1CCC1(C)CCC21CC1
CCCC12CCC(CC)CC1CC2
C1CCC2(CCCC2)CCC2CCC2C1
CC1(C)CCC(C2(C)CC2)C1
[vol_nhoc]: [Mean: 0.688   STD: 0.163   MIN: 0.054   MAX: 0.956]
********************************************************************************
Updating Discriminator...
2025-08-18 00:32:00,019 INFO [eval] {"step": 78, "prop/validity": 0.9572315705128205, "prop/uniqueness": 0.7359003871507795, "prop/novelty": 0.9566330157827385, "prop/diversity": 0.874819221419178, "prop/vol_nhoc_mean": 0.6875091115559029, "prop/vol_nhoc_std": 0.16265796644784083, "prop/vol_nhoc_min": 0.053592102762304604, "prop/vol_nhoc_max": 0.9559310281675567, "prop/objective": 0.8049566393116289, "epoch": 79}
[1mEpoch 80[22m / 100, G_STEP 1 / 1, PG_Loss: 168.487
  5%|▌         | 8/156 [00:03<00:56,  2.62it/s]






























100%|██████████| 156/156 [01:02<00:00,  2.49it/s]
Total Computational Time: [1m 25.36 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9476    (94.91%)
Uniqueness:   7038    (74.27%)
Novelty:      6727    (95.58%)
Diversity:    0.87
Samples of Novel SMILES:
CCC1(C2CCCCCCCC2)CCC1
CC1CCCCC(CCCCC2CC2)CC1
CCCC12CCC(C1)C1CCCC2(C)CC1
CC1(C(CC2CC2)C2CC2)CC1
CC1CCC12CCCC2
2025-08-18 00:52:32,191 INFO [eval] {"step": 79, "prop/validity": 0.9491185897435898, "prop/uniqueness": 0.7427184466019418, "prop/novelty": 0.9558113100312589, "prop/diversity": 0.8742240728746229, "prop/vol_nhoc_mean": 0.6969839526722149, "prop/vol_nhoc_std": 0.16054634012736257, "prop/vol_nhoc_min": 0.04185994872063485, "prop/vol_nhoc_max": 0.9577102281579662, "prop/objective": 0.808323250344244, "epoch": 80}
[vol_nhoc]: [Mean: 0.697   STD: 0.161   MIN: 0.042   MAX: 0.958]
********************************************************************************
Updating Discriminator...
[1mEpoch 81[22m / 100, G_STEP 1 / 1, PG_Loss: 159.831
Generating 10000 samples for evaluation...
































100%|██████████| 156/156 [01:03<00:00,  2.45it/s]
Total Computational Time: [1m 25.70 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9511    (95.26%)
Uniqueness:   6960    (73.18%)
Novelty:      6655    (95.62%)
Diversity:    0.87
Samples of Novel SMILES:
CCC12CC1CCC1(C)CCC12C
CC1CCC(C)(C)CCCC1CCC1(C)CC1
CC1(C)CCC(C2(C)CC2)C1
CCCC1CC(C)(C)C2C(C)CC2(CC)C1
CC12CCCCC(C1)C21CCC1
[vol_nhoc]: [Mean: 0.693   STD: 0.160   MIN: 0.029   MAX: 0.957]
********************************************************************************
Updating Discriminator...
2025-08-18 01:12:51,271 INFO [eval] {"step": 80, "prop/validity": 0.9526241987179487, "prop/uniqueness": 0.7317842498160025, "prop/novelty": 0.9561781609195402, "prop/diversity": 0.873870625885314, "prop/vol_nhoc_mean": 0.6932799172551425, "prop/vol_nhoc_std": 0.15995767719859547, "prop/vol_nhoc_min": 0.028821934374364484, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.8054292887927553, "epoch": 81}
[1mEpoch 82[22m / 100, G_STEP 1 / 1, PG_Loss: 168.676
Generating 10000 samples for evaluation...































100%|██████████| 156/156 [01:02<00:00,  2.49it/s]
Total Computational Time: [1m 26.03 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9508    (95.23%)
Uniqueness:   6872    (72.28%)
Novelty:      6586    (95.84%)
Diversity:    0.87
Samples of Novel SMILES:
CC12CCCCC3C4CC(C1C4)C32
CCCC12CCCCC(CC)(CC1)CC2
CC1CCCC2(CCC3(CCCC3)C2)C1
CCCC1CCCC2(C)CCC(CC)(CC1)C2
CCC1CCC1C1CC2CC21
[vol_nhoc]: [Mean: 0.697   STD: 0.158   MIN: 0.050   MAX: 0.957]
********************************************************************************
Updating Discriminator...
2025-08-18 01:32:13,281 INFO [eval] {"step": 81, "prop/validity": 0.952323717948718, "prop/uniqueness": 0.7227597812368531, "prop/novelty": 0.9583818393480792, "prop/diversity": 0.8741709541089246, "prop/vol_nhoc_mean": 0.696833025202342, "prop/vol_nhoc_std": 0.15839796433440526, "prop/vol_nhoc_min": 0.050463564237196265, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.8054262777876668, "epoch": 82}
  0%|          | 0/156 [00:00<?, ?it/s]
[1mEpoch 83[22m / 100, G_STEP 1 / 1, PG_Loss: 177.768
































100%|██████████| 156/156 [01:02<00:00,  2.50it/s]
Total Computational Time: [1m 26.36 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9484    (95.00%)
Uniqueness:   6914    (72.90%)
Novelty:      6609    (95.59%)
Diversity:    0.87
Samples of Novel SMILES:
CCC1(C2CCCCCCCC2)CCC1
CCC12CCCCC3CC(C)C1(C)CC3CC2
CCC1(C)CC2CCC3(C)CC3CC21C
CC1C2CC3CCCCC1C3C2
CC1(C(CC2CC2)C2CC2)CC1
2025-08-18 01:52:08,392 INFO [eval] {"step": 82, "prop/validity": 0.9500150255434239, "prop/uniqueness": 0.7290172922817376, "prop/novelty": 0.955886606884582, "prop/diversity": 0.8737205562373721, "prop/vol_nhoc_mean": 0.697101223905062, "prop/vol_nhoc_std": 0.15904049616113564, "prop/vol_nhoc_min": 0.04555742403911652, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.8058242745039736, "epoch": 83}
[vol_nhoc]: [Mean: 0.697   STD: 0.159   MIN: 0.046   MAX: 0.957]
********************************************************************************
Updating Discriminator...
[1mEpoch 84[22m / 100, G_STEP 1 / 1, PG_Loss: 173.952
  0%|          | 0/156 [00:00<?, ?it/s]

































100%|██████████| 156/156 [01:05<00:00,  2.40it/s]
Total Computational Time: [1m 26.69 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9507    (95.22%)
Uniqueness:   6987    (73.49%)
Novelty:      6697    (95.85%)
Diversity:    0.87
Samples of Novel SMILES:
CCC12CC(CC3CCC1C3)C2
CCCC1(CC)CCC(C)CC12CC2
CC1CC2(C)CCC3(CCC3)C12C
CC1CCCCCC23CCC(CC2)C13
CCC1(C2CCCCCCCC2)CCC1
[vol_nhoc]: [Mean: 0.699   STD: 0.157   MIN: 0.069   MAX: 0.958]
********************************************************************************
Updating Discriminator...
2025-08-18 02:12:27,426 INFO [eval] {"step": 83, "prop/validity": 0.9522235576923077, "prop/uniqueness": 0.7349321552540233, "prop/novelty": 0.958494346643767, "prop/diversity": 0.873530365778002, "prop/vol_nhoc_mean": 0.6994985979039289, "prop/vol_nhoc_std": 0.15735081371659054, "prop/vol_nhoc_min": 0.06934548967406112, "prop/vol_nhoc_max": 0.9577102281579662, "prop/objective": 0.8089294510795912, "epoch": 84}
[1mEpoch 85[22m / 100, G_STEP 1 / 1, PG_Loss: 170.374
  4%|▍         | 6/156 [00:03<01:06,  2.25it/s]






























100%|██████████| 156/156 [01:02<00:00,  2.48it/s]
Total Computational Time: [1m 27.02 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9484    (95.00%)
Uniqueness:   6852    (72.25%)
Novelty:      6565    (95.81%)
Diversity:    0.87
Samples of Novel SMILES:
CC1CCC2CCC3(CC3)C2C1
CC1(C)CCC(C2(C)CC2)C1
CC12CCCCC(C1)C21CCC1
CC1(C(CC2CC2)C2CC2)CC1
CCCCC1CCCC12CC2
[vol_nhoc]: [Mean: 0.700   STD: 0.159   MIN: 0.034   MAX: 0.957]
********************************************************************************
Updating Discriminator...
2025-08-18 02:31:59,921 INFO [eval] {"step": 84, "prop/validity": 0.9500150255434239, "prop/uniqueness": 0.7224799662589625, "prop/novelty": 0.9581144191476941, "prop/diversity": 0.8734682018329357, "prop/vol_nhoc_mean": 0.6997338926257355, "prop/vol_nhoc_std": 0.15852287217197758, "prop/vol_nhoc_min": 0.03394069033137956, "prop/vol_nhoc_max": 0.9574579132807363, "prop/objective": 0.8060154392403104, "epoch": 85}
[1mEpoch 86[22m / 100, G_STEP 1 / 1, PG_Loss: 162.743
Generating 10000 samples for evaluation...

































100%|██████████| 156/156 [01:05<00:00,  2.40it/s]
Total Computational Time: [1m 27.36 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9516    (95.31%)
Uniqueness:   6832    (71.79%)
Novelty:      6546    (95.81%)
Diversity:    0.87
Samples of Novel SMILES:
CC1CCCCC(C)(CC2CC3CCC32C)C1
CC1CC2(CCCCC23CC3C)C1
C1CCC2(CCCC2)CCC2CCC2C1
CC1(C2CC3CCCCCCC(C3)C2)CC1
CC1CCCCC2(CCCC(C)(C)CC2)C1
[vol_nhoc]: [Mean: 0.701   STD: 0.160   MIN: 0.034   MAX: 0.930]
********************************************************************************
Updating Discriminator...
2025-08-18 02:52:19,293 INFO [eval] {"step": 85, "prop/validity": 0.953125, "prop/uniqueness": 0.717948717948718, "prop/novelty": 0.9581381733021077, "prop/diversity": 0.873189155016581, "prop/vol_nhoc_mean": 0.7008323988440311, "prop/vol_nhoc_std": 0.15981457550116096, "prop/vol_nhoc_min": 0.03418818341402178, "prop/vol_nhoc_max": 0.9303206932408816, "prop/objective": 0.8061753377877776, "epoch": 86}
[1mEpoch 87[22m / 100, G_STEP 1 / 1, PG_Loss: 154.168
Generating 10000 samples for evaluation...































100%|██████████| 156/156 [01:02<00:00,  2.49it/s]
Total Computational Time: [1m 27.70 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9492    (95.07%)
Uniqueness:   6800    (71.64%)
Novelty:      6511    (95.75%)
Diversity:    0.87
Samples of Novel SMILES:
CCCCC1(C)CCC12CC2
CC1CCCCCCCCC2(CC1)CC2
C1CCC2(CC1)CCCC1CCCC12
CC12CC3C(CCCC1C2)C3C1CCC1
CC1CCC12CCCC2
[vol_nhoc]: [Mean: 0.703   STD: 0.156   MIN: 0.047   MAX: 0.956]
********************************************************************************
Updating Discriminator...
2025-08-18 03:12:18,421 INFO [eval] {"step": 86, "prop/validity": 0.9507211538461539, "prop/uniqueness": 0.7163927517909818, "prop/novelty": 0.9575, "prop/diversity": 0.8738109920422613, "prop/vol_nhoc_mean": 0.7029788175355592, "prop/vol_nhoc_std": 0.15617149576833972, "prop/vol_nhoc_min": 0.047012709143491024, "prop/vol_nhoc_max": 0.9559310281675567, "prop/objective": 0.8061143081416509, "epoch": 87}
  2%|▏         | 3/156 [00:01<00:57,  2.68it/s]
[1mEpoch 88[22m / 100, G_STEP 1 / 1, PG_Loss: 178.991
































100%|██████████| 156/156 [01:03<00:00,  2.46it/s]
Total Computational Time: [1m 28.02 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9519    (95.34%)
Uniqueness:   6828    (71.73%)
Novelty:      6532    (95.66%)
Diversity:    0.87
Samples of Novel SMILES:
C1CC2CCC(C1)C1CC1C1(CCC1)C2
CC12CCC(CC3CC(C3)C1)C2
CC1CCCC2CCCCC(C)(C)C(C)(C1)C2
CC1(C)CCC(C2(C)CC2)C1
CCC1(C)CC2CC2CC2(CCC2)C1
2025-08-18 03:31:54,460 INFO [eval] {"step": 87, "prop/validity": 0.9534254807692307, "prop/uniqueness": 0.7173022376300031, "prop/novelty": 0.9566490919742238, "prop/diversity": 0.8732701037630658, "prop/vol_nhoc_mean": 0.7078444893340992, "prop/vol_nhoc_std": 0.1562120421235296, "prop/vol_nhoc_min": 0.028821934374364484, "prop/vol_nhoc_max": 0.9527941585355663, "prop/objective": 0.8086131578083312, "epoch": 88}
[vol_nhoc]: [Mean: 0.708   STD: 0.156   MIN: 0.029   MAX: 0.953]
********************************************************************************
Updating Discriminator...
[1mEpoch 89[22m / 100, G_STEP 1 / 1, PG_Loss: 152.513
Generating 10000 samples for evaluation...






























100%|██████████| 156/156 [01:00<00:00,  2.57it/s]
Total Computational Time: [1m 28.35 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9529    (95.44%)
Uniqueness:   6891    (72.32%)
Novelty:      6603    (95.82%)
Diversity:    0.87
Samples of Novel SMILES:
CC1CCCCC1CCC12CCC1CC2
CCC1(C)CC2(CC2)CC12CC2
CC1CCCCC2CCC(C)(CCCC1)CC2
CC(C)CC12CCCCC(C)C1CC2
C1CCC2(CC1)CCCC1CCCC12
[vol_nhoc]: [Mean: 0.708   STD: 0.155   MIN: 0.029   MAX: 0.958]
********************************************************************************
Updating Discriminator...
2025-08-18 03:51:42,636 INFO [eval] {"step": 88, "prop/validity": 0.9544270833333334, "prop/uniqueness": 0.7231608773218596, "prop/novelty": 0.9582063561166739, "prop/diversity": 0.873575694407894, "prop/vol_nhoc_mean": 0.7076425408528619, "prop/vol_nhoc_std": 0.15542969154674133, "prop/vol_nhoc_min": 0.028821934374364484, "prop/vol_nhoc_max": 0.9575971401542348, "prop/objective": 0.8102158796955181, "epoch": 89}
[1mEpoch 90[22m / 100, G_STEP 1 / 1, PG_Loss: 166.805
  5%|▌         | 8/156 [00:03<00:56,  2.61it/s]































100%|██████████| 156/156 [01:04<00:00,  2.42it/s]
Total Computational Time: [1m 28.69 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9515    (95.30%)
Uniqueness:   6780    (71.26%)
Novelty:      6493    (95.77%)
Diversity:    0.87
Samples of Novel SMILES:
CC1(C)CCC(C2(C)CC2)C1
C1CCC2(CCCC2)CCC2CCC2C1
CC1(C(CC2CC2)C2CC2)CC1
CC1CCCC2CC1C1CCC21
CCC12CCCC(C1)C2C1CC1
2025-08-18 04:11:58,892 INFO [eval] {"step": 89, "prop/validity": 0.9530248397435898, "prop/uniqueness": 0.7125591171833946, "prop/novelty": 0.957669616519174, "prop/diversity": 0.8740195710974656, "prop/vol_nhoc_mean": 0.7087747581090061, "prop/vol_nhoc_std": 0.15266183441752273, "prop/vol_nhoc_min": 0.028821934374364484, "prop/vol_nhoc_max": 0.9405855467081058, "prop/objective": 0.8081606179328341, "epoch": 90}
[vol_nhoc]: [Mean: 0.709   STD: 0.153   MIN: 0.029   MAX: 0.941]
********************************************************************************
Updating Discriminator...
[1mEpoch 91[22m / 100, G_STEP 1 / 1, PG_Loss: 166.259
Generating 10000 samples for evaluation...































100%|██████████| 156/156 [01:03<00:00,  2.47it/s]
Total Computational Time: [1m 29.01 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9506    (95.21%)
Uniqueness:   6820    (71.74%)
Novelty:      6539    (95.88%)
Diversity:    0.87
Samples of Novel SMILES:
CCC1CCCCC(C)C12CC2
CCC1CCCC(C)CC2(C)CCC1CC2
C1CCC2(CCCC2)CCC2CCC2C1
CC1CCCCCCCCC2(CC1)CC2
CCC1(C23CCCCCCC2C3)CC1
[vol_nhoc]: [Mean: 0.708   STD: 0.156   MIN: 0.080   MAX: 0.958]
********************************************************************************
Updating Discriminator...
2025-08-18 04:31:39,357 INFO [eval] {"step": 90, "prop/validity": 0.9521233974358975, "prop/uniqueness": 0.7174416158215864, "prop/novelty": 0.9587976539589442, "prop/diversity": 0.8736264746561981, "prop/vol_nhoc_mean": 0.70815008061636, "prop/vol_nhoc_std": 0.15638881880774402, "prop/vol_nhoc_min": 0.07963242936409304, "prop/vol_nhoc_max": 0.9577102281579662, "prop/objective": 0.8089325656898296, "epoch": 91}
  0%|          | 0/156 [00:00<?, ?it/s]
[1mEpoch 92[22m / 100, G_STEP 1 / 1, PG_Loss: 165.452































100%|██████████| 156/156 [01:02<00:00,  2.51it/s]
Total Computational Time: [1m 29.34 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9494    (95.09%)
Uniqueness:   6755    (71.15%)
Novelty:      6491    (96.09%)
Diversity:    0.87
Samples of Novel SMILES:
CCC1(C)CCCC(C)(CC2CCCC2)CC1
CC12CCCC(C1)CC(C)(CC13CC1C3)CC2
CC12CCC(CC3CC(C3)C1)C2
CCC1(C)CCCCCC2(CCCC23CCC3)C1
CCCCC1CCCC12CC2
[vol_nhoc]: [Mean: 0.716   STD: 0.150   MIN: 0.019   MAX: 0.958]
********************************************************************************
Updating Discriminator...
2025-08-18 04:51:21,548 INFO [eval] {"step": 91, "prop/validity": 0.9509214743589743, "prop/uniqueness": 0.7115020012639561, "prop/novelty": 0.9609178386380459, "prop/diversity": 0.8739694920843374, "prop/vol_nhoc_mean": 0.7158152755543769, "prop/vol_nhoc_std": 0.15039134580431043, "prop/vol_nhoc_min": 0.019041635897908176, "prop/vol_nhoc_max": 0.9575971401542349, "prop/objective": 0.810994373073946, "epoch": 92}
[1mEpoch 93[22m / 100, G_STEP 1 / 1, PG_Loss: 165.519
  0%|          | 0/156 [00:00<?, ?it/s]
































100%|██████████| 156/156 [01:03<00:00,  2.46it/s]
Total Computational Time: [1m 29.68 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9503    (95.18%)
Uniqueness:   6741    (70.94%)
Novelty:      6472    (96.01%)
Diversity:    0.87
Samples of Novel SMILES:
CCCC1(CC)CCC(C)CC12CC2
C1CCC(C2CCCC3CC32)C1
CCC1CCCCCCCC12CCCCC2
CC12CCCCC(C1)C21CCC1
CC1(C(CC2CC2)C2CC2)CC1
[vol_nhoc]: [Mean: 0.716   STD: 0.154   MIN: 0.078   MAX: 0.954]
********************************************************************************
Updating Discriminator...
2025-08-18 05:11:44,716 INFO [eval] {"step": 92, "prop/validity": 0.9518229166666666, "prop/uniqueness": 0.7093549405450911, "prop/novelty": 0.9600949414033526, "prop/diversity": 0.8742745157783526, "prop/vol_nhoc_mean": 0.7163922221421906, "prop/vol_nhoc_std": 0.1543173224249283, "prop/vol_nhoc_min": 0.07791517338443202, "prop/vol_nhoc_max": 0.9543281116406644, "prop/objective": 0.8108114485798984, "epoch": 93}
[1mEpoch 94[22m / 100, G_STEP 1 / 1, PG_Loss: 136.251
Generating 10000 samples for evaluation...































100%|██████████| 156/156 [01:03<00:00,  2.47it/s]
Total Computational Time: [1m 30.01 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9484    (94.99%)
Uniqueness:   6707    (70.72%)
Novelty:      6446    (96.11%)
Diversity:    0.87
Samples of Novel SMILES:
CCCCCC1(CC)CCC2CC2C1
CC12CCC(C3(C)CC3)(C1)C21CC1
CC1(C)CC2CC3CCC(CCC21)C3
CCC1(C2CCCC2)CCCC(C)(C)CCC1
CCC1(C2CC3CCC2C3)CC1
[vol_nhoc]: [Mean: 0.721   STD: 0.151   MIN: 0.044   MAX: 0.953]
********************************************************************************
Updating Discriminator...
2025-08-18 05:31:08,359 INFO [eval] {"step": 93, "prop/validity": 0.9499198717948718, "prop/uniqueness": 0.7071910586250527, "prop/novelty": 0.9610854331295662, "prop/diversity": 0.8730621478858126, "prop/vol_nhoc_mean": 0.7207501278961278, "prop/vol_nhoc_std": 0.15059331125725345, "prop/vol_nhoc_min": 0.044042908608336026, "prop/vol_nhoc_max": 0.9533393514143234, "prop/objective": 0.8119393238683494, "epoch": 94}
[1mEpoch 95[22m / 100, G_STEP 1 / 1, PG_Loss: 150.609
  5%|▌         | 8/156 [00:03<00:59,  2.47it/s]































100%|██████████| 156/156 [01:04<00:00,  2.42it/s]
Total Computational Time: [1m 30.34 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9982
Validity:     9490    (95.07%)
Uniqueness:   6730    (70.92%)
Novelty:      6491    (96.45%)
Diversity:    0.87
Samples of Novel SMILES:
CCC1(C2CCCCCCCC2)CCC1
CCC(C)(CC)C1CCCCC12CC2
CC1(C2C3(C)CC4CCC23C4)CCC1
CC12CCCCC(C1)C21CCC1
CCCCC1CCCC12CC2
2025-08-18 05:50:58,674 INFO [eval] {"step": 94, "prop/validity": 0.9507112803045482, "prop/uniqueness": 0.7091675447839831, "prop/novelty": 0.9644873699851412, "prop/diversity": 0.8731228810435279, "prop/vol_nhoc_mean": 0.7220526862223926, "prop/vol_nhoc_std": 0.15082990484079545, "prop/vol_nhoc_min": 0.05680587427226381, "prop/vol_nhoc_max": 0.9574904072177173, "prop/objective": 0.8136943135036917, "epoch": 95}
[vol_nhoc]: [Mean: 0.722   STD: 0.151   MIN: 0.057   MAX: 0.957]
********************************************************************************
Updating Discriminator...
[1mEpoch 96[22m / 100, G_STEP 1 / 1, PG_Loss: 153.066
Generating 10000 samples for evaluation...































100%|██████████| 156/156 [01:02<00:00,  2.50it/s]
Total Computational Time: [1m 30.68 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9983
Validity:     9478    (94.94%)
Uniqueness:   6694    (70.63%)
Novelty:      6462    (96.53%)
Diversity:    0.87
Samples of Novel SMILES:
CCC(C)C1CC1(C)CC1CCCC1
C1CCCC(C2(CC3CC3)CCCC2)CC1
CC1(C)CCC(C2(C)CC2)C1
CC1C2CCC13CCCC2(C)C3
CCC1CCCCCCCC12CCCCC2
2025-08-18 06:11:16,034 INFO [eval] {"step": 95, "prop/validity": 0.949414003806471, "prop/uniqueness": 0.7062671449672927, "prop/novelty": 0.9653420974006574, "prop/diversity": 0.8732584041550191, "prop/vol_nhoc_mean": 0.7206686192074948, "prop/vol_nhoc_std": 0.1508283595983629, "prop/vol_nhoc_min": 0.04835407937395625, "prop/vol_nhoc_max": 0.9543374475145548, "prop/objective": 0.8124720969178822, "epoch": 96}
[vol_nhoc]: [Mean: 0.721   STD: 0.151   MIN: 0.048   MAX: 0.954]
********************************************************************************
Updating Discriminator...
[1mEpoch 97[22m / 100, G_STEP 1 / 1, PG_Loss: 130.348
Generating 10000 samples for evaluation...































100%|██████████| 156/156 [01:03<00:00,  2.45it/s]
Total Computational Time: [1m 30.99 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9466    (94.81%)
Uniqueness:   6677    (70.54%)
Novelty:      6439    (96.44%)
Diversity:    0.87
Samples of Novel SMILES:
CC(CC1(C)CCC1)C1CCCCCCC1
CC12CC3CCC1C1(CC1)C2C3
CC12CCCCC(C1)C21CCC1
CC(C)(C)C1(C)CCC12CCCC2
C1CCC2(CC1)CCCC1CCCC12
2025-08-18 06:30:21,190 INFO [eval] {"step": 96, "prop/validity": 0.9481169871794872, "prop/uniqueness": 0.7053665751109233, "prop/novelty": 0.9643552493634866, "prop/diversity": 0.8740748516529906, "prop/vol_nhoc_mean": 0.7230097078339297, "prop/vol_nhoc_std": 0.1498905152678651, "prop/vol_nhoc_min": 0.0631792671243929, "prop/vol_nhoc_max": 0.9533393514143234, "prop/objective": 0.8127716454643513, "epoch": 97}
[vol_nhoc]: [Mean: 0.723   STD: 0.150   MIN: 0.063   MAX: 0.953]
********************************************************************************
Updating Discriminator...
[1mEpoch 98[22m / 100, G_STEP 1 / 1, PG_Loss: 170.209
Generating 10000 samples for evaluation...






























100%|██████████| 156/156 [01:01<00:00,  2.54it/s]
Total Computational Time: [1m 31.32 [22m hours.
Results Report:
********************************************************************************
Total Mols:   9984
Validity:     9525    (95.40%)
Uniqueness:   6633    (69.64%)
Novelty:      6396    (96.43%)
Diversity:    0.87
Samples of Novel SMILES:
CCC1(C2CCCCCCCC2)CCC1
CC12CCCCCCCC(C1)C1(C)CC2C1
CC1CCC2CCC3(CC3)C2C1
CC12CCCCC(C1)C21CCC1
CC1(C(CC2CC2)C2CC2)CC1
[vol_nhoc]: [Mean: 0.729   STD: 0.145   MIN: 0.057   MAX: 0.955]
********************************************************************************
Updating Discriminator...
2025-08-18 06:49:58,833 INFO [eval] {"step": 97, "prop/validity": 0.9540264423076923, "prop/uniqueness": 0.6963779527559055, "prop/novelty": 0.9642695612844867, "prop/diversity": 0.8727624153642699, "prop/vol_nhoc_mean": 0.7292398127246607, "prop/vol_nhoc_std": 0.14504992013595427, "prop/vol_nhoc_min": 0.05651877356447019, "prop/vol_nhoc_max": 0.9546555503655761, "prop/objective": 0.8146307163594813, "epoch": 98}
[1mEpoch 99[22m / 100, G_STEP 1 / 1, PG_Loss: 143.146
Generating 10000 samples for evaluation...

















